mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	294	por-							
46	46	182	182	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	295	ta-							
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	296								
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	297								
46	46	183	183	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	298								
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	299								
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	300								
46	46	180	180	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	301								
46	46	181	181	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	302								
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	303								
46	46	182	182	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	304								
46	46	183	183	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	305								
47	47	184	184	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	306								18
47	47	369/2	369/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	307								18
47	47	739/4	739/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	308								18
47	47	185	185	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	309								18
47	47	371/2	371/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	310								18
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	311								18
47	47	186	186	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	312								18
47	47	373/2	373/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	313								18
47	47	747/4	747/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	314								18
47	47	187	187	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	315								18
47	47	749/4	749/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	316								18
47	47	375/2	375/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	317								18
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	318								18
47	47	184	184	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	319								
47	47	186	186	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	320								
48	48	188	188	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	321								
48	48	190	190	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	322	bo,							
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	323	por-							
48	48	188	188	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	324								
48	48	190	190	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	325								
49	49	192	192	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	326	ta-							19
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	327								19
49	49	193	193	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	328								19
49	49	387/2	387/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	329								19
49	49	194	194	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	330								19
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	331								19
49	49	195	195	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	332								19
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	333								19
49	49	192	192	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	334								
49	49	194	194	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	335								
50	50	196	196	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	336								19
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	337								19
50	50	197	197	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	338								19
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	339								19
50	50	198	198	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	340								
50	50	196	196	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	341								
50	50	197	197	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	342								
50	50	198	198	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	343	4							
50	50	199	199	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	344	3							
51	51	200	200	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	345	bo,							
51	51	200	200	4.0	0	0	Chord	4/4	2	1	1	1	1	346								
52	52	204	204	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	347	tu-							
52	52	205	205	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	348	um							
52	52	206	206	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	349	i-							
52	52	207	207	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	350	ta-							
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	351	que							
52	52	204	204	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	352								
52	52	206	206	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	353								
53	53	208	208	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	354	no-							
53	53	209	209	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	355	men,							
53	53	419/2	419/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	356	dul-							
53	53	210	210	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	357	cis-							
53	53	211	211	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	358	si-							
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	359	me							
53	53	208	208	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	360								
53	53	210	210	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	361								
54	54	212	212	4.0	0	0	Chord	4/4	1	1	1	1	1	362	Je-							
54	54	212	212	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	363								
54	54	214	214	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	364								
55	55	216	216	4.0	0	0	Chord	4/4	1	1	1	1	1	365								
55	55	216	216	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	366								
55	55	217	217	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	367								
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	368								
55	55	218	218	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	369								
56	56	220	220	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	370	su,							
56	56	221	221	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	371	in							
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	372	ae-							
56	56	222	222	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	373	ter-							
56	56	223	223	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	374	num							
56	56	220	220	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	375								
56	56	222	222	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	376								
56	56	223	223	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	377								
56	56	447/2	447/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	378	6							
57	57	449/2	449/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	379	in							
57	57	225	225	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	380	o-							
57	57	451/2	451/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	381	re							
57	57	226	226	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	382	me-							
57	57	227	227	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	383	o							
57	57	455/2	455/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	384	por-							
57	57	224	224	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	385								
57	57	226	226	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	386								
57	57	453/2	453/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	387								
57	57	227	227	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	388								
57	57	455/2	455/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	389								
58	58	228	228	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	390	ta-							
58	58	457/2	457/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	391								
58	58	915/4	915/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	392								
58	58	229	229	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	393								
58	58	459/2	459/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	394								
58	58	919/4	919/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	395								
58	58	230	230	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	396								
58	58	921/4	921/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	397								
58	58	461/2	461/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	398								
58	58	923/4	923/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	399								
58	58	231	231	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	400								
58	58	925/4	925/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	401								
58	58	463/2	463/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	402								
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	403								
58	58	228	228	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	404								
58	58	230	230	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	405								
59	59	232	232	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	406								
59	59	465/2	465/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	407								
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	408								
59	59	233	233	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	409								
59	59	467/2	467/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	410								
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	411								
59	59	234	234	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	412								
59	59	937/4	937/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	413								
59	59	469/2	469/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	414								
59	59	939/4	939/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	415								
59	59	235	235	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	416								
59	59	941/4	941/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	417								
59	59	471/2	471/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	418								
59	59	943/4	943/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	419								
59	59	232	232	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	420								
59	59	234	234	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	421								
60	60	236	236	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	422								
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	423								
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	424								
60	60	237	237	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	425								
60	60	475/2	475/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	426								
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	427								
60	60	238	238	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	428								
60	60	953/4	953/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	429								
60	60	477/2	477/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	430								
60	60	955/4	955/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	431								
60	60	239	239	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	432								
60	60	957/4	957/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	433								
60	60	479/2	479/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	434								
60	60	959/4	959/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	435								
60	60	236	236	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	436								
60	60	238	238	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	437								
61	61	240	240	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	438								
61	61	481/2	481/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	439								
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	440								
61	61	241	241	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	441								
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	442								
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	443								
61	61	242	242	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	444								
61	61	969/4	969/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	445								
61	61	485/2	485/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	446								
61	61	971/4	971/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	447								
61	61	243	243	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	448								
61	61	973/4	973/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	449								
61	61	487/2	487/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	450								
61	61	975/4	975/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	451								
61	61	240	240	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	452								
61	61	242	242	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	453								
62	62	244	244	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	454								20
62	62	489/2	489/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	455								20
62	62	979/4	979/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	456								20
62	62	245	245	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	457								20
62	62	981/4	981/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	458								20
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	459								20
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	460								20
62	62	246	246	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	461								
62	62	244	244	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	462								
62	62	246	246	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	463								
63	63	248	248	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	464	bo,							
63	63	251	251	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	465	por-							
63	63	248	248	0.0	0	0	StaffText	4/4	2	1	0					Kieme geistliche Konzerte. 2/3						
63	63	248	248	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	466								
63	63	250	250	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	467								
64	64	252	252	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	468	ta-							21
64	64	505/2	505/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	469								21
64	64	253	253	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	470								21
64	64	507/2	507/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	471								21
64	64	254	254	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	472								21
64	64	509/2	509/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	473								21
64	64	255	255	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	474								21
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	475								21
64	64	252	252	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	476								
64	64	254	254	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	477								
65	65	256	256	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	478								21
65	65	513/2	513/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	479								21
65	65	257	257	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	480								21
65	65	515/2	515/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	481								21
65	65	258	258	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	482								
65	65	256	256	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	483								
65	65	257	257	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	484								
65	65	258	258	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	485	4							
65	65	259	259	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	486								
66	66	260	260	4.0	0	0	Chord	4/4	1	1	1	1	1	487	bo.							
66	66	260	260	4.0	0	0	Chord	4/4	2	1	1	1	1	488								
